SYMBOL,SERIES,LAST,TOTTRDVAL
CCCL,BE,1.3,194427
TCFSL,ND,1048.61,194027.2
RNAVAL,BZ,2,192534
TATACAPHSG,N6,1020,188420.8
HECPROJECT,EQ,30.6,188340.2
IL&FSTRANS,BZ,3.25,185693
DBSTOCKBRO,EQ,24.35,184992.3
AVG,SM,154,184800
SSINFRA,ST,7.6,182250
DSPBANKETF,EQ,42,181742.28
LAXMICOT,EQ,19.35,180691.55
CROWN,EQ,40.4,180216
SONAMCLOCK,EQ,39.5,178207.2
ICICIFIN,EQ,16.4,176577.38
AXISHCETF,EQ,80,175916.54
MOVALUE,EQ,48.73,174314.7
KEEPLEARN,BE,3.9,173854
NTPC,N4,1045,173470
SGBOCT27VI,GB,5725,171414
IPSL,SM,83.75,167500
SGBFEB28IX,GB,5641,166092.02
IRFC,N4,1106.1,165915
SHIVAMILLS,EQ,72.05,165726.1
VEEKAYEM,SM,41.35,165400
KOTHARIPRO,EQ,118,163552
VASA,SM,13,163200
UMANGDAIRY,EQ,58.6,162590.15
CREST,EQ,155,158717.1
TCFSL,NL,1076,158554.17
SGBFEB29XI,GB,5641,157928
REXPIPES,SM,39.45,157800
HEXATRADEX,EQ,147.55,157378.4
HDFCMOMENT,EQ,187.49,155191.87
SAMBHAAV,EQ,2.95,155125.4
SILLYMONKS,EQ,17.55,154573.75
PRAENG,EQ,12.5,152557.7
ICICICONSU,EQ,73.95,151156.38
NV20BEES,EQ,104.24,150682.08
IIFL,NC,1000.02,150416
HDFCNEXT50,EQ,385.99,150153.28
REMSONSIND,EQ,214.5,149397.15
SGBJUN27,GB,5720,148845
GRCL,SM,37,148000
CONSOFINVT,EQ,107,147998.45
SGBJ28VIII,GB,5749.95,147553.75
HUDCO,NE,1302,146641
LPDC,EQ,6.1,145190.95
LYPSAGEMS,EQ,4.55,144191.4
TATACAPHSG,N8,1020,142825
UCL,SM,69.95,139900
NATNLSTEEL,BE,3.95,139589.25
AUSOMENT,EQ,58,138263.5
AILIMITED,SM,45.35,136050
IREDA,N5,1166.99,134278
SAGARDEEP,EQ,22.8,133359.55
PIGL,SM,66,132000
83GS2042,GS,109.39,131278
MASKINVEST,BE,60.4,130344
SMSLIFE,EQ,554.25,129865.85
DAMODARIND,EQ,41.7,129691.7
GOLDSTAR,SM,7.15,128700
JALAN,SM,7.25,127800
INDIGRID,NB,1052,126240
UNIVPHOTO,EQ,399,125726.75
SREIBNPNCD,NW,125,125000
ABSLNN50ET,EQ,39.6,124831.71
LICNETFGSC,EQ,23.29,124558.37
DHANILOANS,N7,994,124252
KARMAENG,BE,35.95,123760.2
RITEZONE,SM,77,123200
DNAMEDIA,EQ,2.75,121347.55
IRFC,N2,1130,120790.65
DGCONTENT,EQ,14.95,119656.2
COUNCODOS,EQ,4,119146.1
ORIENTLTD,EQ,58.2,119074.9
EHFLNCD,N5,1004.99,118729.87
VIAZ,SM,58,116000
HDFCMID150,EQ,116.99,115541.47
NHPC,N6,1275.01,115092.17
HDFCGROWTH,EQ,86.71,114413.26
PARASPETRO,BE,0.95,114319.05
GANGESSECU,EQ,104,113394.35
GROBTEA,EQ,756,112923.05
SHRIRAMFIN,YV,1016.5,112318.8
MILTON,SM,25.5,112200
VIJIFIN,EQ,2.45,111437.15
IBULHSGFIN,NA,960,110400
L&TFINANCE,Y9,1051.5,110384
ARTNIRMAN,EQ,54.55,107966.3
BRITANNIA,N3,29.55,107681.98
MANV30F,EQ,130.65,107277.4
M&MFIN,N1,1069,106900
SGBNOV25VI,GB,6050,102850
THOMASCOTT,EQ,45.5,102481.65
SGBMAY25,GB,6024,102201
618GS2024,GS,101.6,101600
732GS2024,GS,101.38,101085
L&TFINANCE,NE,1008,100800
SHRIRAMFIN,YL,1093,100556
IIHFL,N4,1035,99079
364D250523,TB,98.61,98645
PCHFL,NA,1037,98515
182D220623,TB,98.44,98260
MOHITIND,EQ,13.45,97486.75
654GS2032,GS,97,97000
182D220923,TB,96.75,96750
EHFLNCD,N6,1020,95880
SUMEETINDS,BE,2.9,94142.35
610GS2031,GS,93.5,93500
MOMENTUM,EQ,18.78,90366.39
TIJARIA,EQ,5.25,90145.75
MC1RG,MF,18.41,90046.6
EASTSILK,BE,1.9,89735.5
LOYALTEX,EQ,610,89050.45
VIKASWSP,BZ,1.35,87993.95
IIFL,NT,0,87843
NEXTMEDIA,EQ,4.95,85442.2
HPIL,BE,79.95,85087.75
EDUCOMP,BZ,1.6,85028.65
PRAXIS,EQ,19.55,83659.55
MTEDUCARE,BE,4.45,83609.9
21STCENMGM,EQ,20.35,82352.35
NAVIFIN,N1,994,80214.45
BSLSENETFG,EQ,59.15,79254.44
WEALTH,EQ,286,79207.25
SETUINFRA,BE,1.1,78100.3
CYBERMEDIA,EQ,16,77725.35
CREDITACC,N5,1060,77542.6
BIL,EQ,185,77426.75
NBIFIN,EQ,1455,77327.25
KOTAKLOVOL,EQ,13.12,75777.02
MORARJEE,EQ,19.7,74116.25
KOTAKMNC,EQ,19.44,73509.96
DSPSILVETF,EQ,75.4,73388.7
HDFCVALUE,EQ,93,73386.65
ICICICOMMO,EQ,56.88,71582.43
AURUMPP,E1,51.45,71492.55
TGBHOTELS,EQ,9.05,71458.75
L&TFINANCE,NS,1420,71000
KAUSHALYA,EQ,4.5,70919.85
VIPULLTD,EQ,14.7,70471.8
WEL,EQ,228,68987.35
TNTELE,BE,6.3,68614.65
MAHAPEXLTD,EQ,92.5,68515.7
MOTOGENFIN,BE,32.85,67522.75
DRCSYSTEMS,EQ,43.65,66586.7
WELINV,EQ,279.85,66023.05
SGBMAR24,GB,6000,66009
SGBDEC26,GB,5899,64880
MAESGETF,EQ,28.93,63313.37
PRECISION,SM,30.45,60900
DHANILOANS,NF,998,60706
NETF,EQ,186.75,60441.18
QUADPRO,SM,5,60000
695GS2061,GS,97.25,59753.5
182D180523,TB,99.6,59562
SEPC-RE,BE,0.25,58681.75
SGBAUG27,GB,5790,58074
IIFL,NL,975,57525
DIGJAMLMTD,BE,93.5,56394.8
HYBRIDFIN,EQ,9.55,53675.25
HMT,BZ,26.8,53297.35
WSI,EQ,45.6,53124
INFOMEDIA,EQ,4.9,53039.3
LICNETFSEN,EQ,655,52450.62
SHRIRAMFIN,YY,1023.3,51165
IRFC,NE,1176,50570
RVHL,EQ,22.4,50438.9
91D110523,TB,99.12,49560
182D080623,TB,98.7,49342
364D220623,TB,98.1,49050
NTPC,ND,1220,48800
182D051023,TB,96.25,48145
ORIENTALTL,EQ,6.15,47676.4
AXISBPSETF,EQ,10.89,46685.11
SGBSEP27,GB,5780,46030
SGBOCT27,GB,5793.99,45591.99
ZENITHEXPO,BE,81.9,45343.1
IBULHSGFIN,YG,901.2,45060
SMVD,SM,11,44440
NDGL,EQ,1378,42992.15
VICEROY,BZ,2.25,41088.1
MANUGRAPH,EQ,16.6,39932.25
IDFNIFTYET,EQ,189.02,39538.61
INNOVATIVE,ST,2.5,37800
IL&FSENGG,BZ,13.15,37543.95
HDFCLOWVOL,EQ,131.11,37257.2
ERFLNCDI,N5,907,36543.18
ABMINTLLTD,BE,51.8,36363.6
CMMIPL,ST,4.05,36300
HDFCNIF100,EQ,177.72,35682.73
BOHRAIND,EQ,91.05,34872.15
SHYAMTEL,EQ,8.4,34167.25
IREDA,N6,1338.99,33474.61
VISASTEEL,BE,11.4,33415.9
CREDITACC,N1,1004.1,33221.78
PREMIER,BE,2.4,32565.6
UGROCAP,N6,996,31872
IBUCCREDIT,ND,989,31648
MODIRUBBER,BE,62,30795.95
NITIRAJ,EQ,72.35,30765.6
ICDSLTD,BE,23.65,29915
92GS2030,GS,114.99,29897.4
364D060723,TB,98.2,29460
182D290623,TB,98,29400
RMCL,BZ,1.55,28828.45
IIHFL,N9,955,28700
LICNETFN50,EQ,191.56,28661.17
676GS2061,GS,94,28200
EQUIPPP,BE,32.15,27777.6
IBMFNIFTY,EQ,182,27126.37
UTISXN50,EQ,48.27,26820.52
STARTECK,EQ,115.45,26631.2
UNITEDTEA,EQ,280,23658.9
SDL24BEES,EQ,112.35,23604.9
HDFCQUAL,EQ,39.05,23174.94
GKWLIMITED,EQ,539.45,23035.85
IREDA,N7,1144,22890
IMPEXFERRO,EQ,3.2,22220.8
UGROCAP,N7,1004,22088
KAPSTON,EQ,138.35,21565.95
DHARSUGAR,BZ,9.25,21514.45
NTPC,NB,1073,21460
L&TFINANCE,NG,1075,21400.5
ACEINTEG,BE,37.1,21340.8
FELDVR,BE,5.6,20966.4
IIHFL,NC,957,19757
182D170823,TB,97.36,19446
IBULHSGFIN,YM,949.9,18998
IBULHSGFIN,YV,965,18086
TVVISION,EQ,2.6,18030.15
ICICIMOM30,EQ,18.91,17705.7
MAGOLDETF,EQ,60.95,17285.2
ADL,BE,63.45,17095.75
PKTEA,BE,286,16645.5
MOLOWVOL,EQ,24.77,16195.17
HDFCBSE500,EQ,23.7,16103.03
IIHFL,N6,1070,16050
IIFL,NH,1030,15274.56
TATACAPHSG,N4,1005,15075
ALPSINDUS,EQ,1.2,14010
HAVISHA,BE,1.9,13317.7
ECLFINANCE,NP,1006.25,12242
PFC,N3,1210.51,12105.1
SGBNOV258,GB,6000.01,12000.02
SDL26BEES,EQ,112.3,11562.55
IIFL,NI,1115,11150
IIFL,NN,1110,11125
IIFL,N6,1007.02,11077.22
IIFL,NE,996,10957
IIFL,NG,1093,10930
824GS2027,GS,107.2,10720
SHRIRAMFIN,YK,1065,10650
TATACAPHSG,NA,1037.05,10370.5
SHRIRAMFIN,YP,1024,10240
LAKPRE,BZ,4.85,9994.65
563GS2026,GS,98.01,9801
TARAPUR,EQ,3.4,9781.8
IBULHSGFIN,Y8,958.5,9585
IBULHSGFIN,YR,930.9,9501
SREIBNPNCD,YB,125,9375
GLFL,EQ,2.55,9147.55
SREIBNPNCD,NV,140.1,8966.4
ORTEL,BZ,1.05,8632.45
INCREDFIN,N2,1001.2,8009.6
SANCO,BZ,6.95,7651
GUJRAFFIA,BE,27.1,7446
BAFNAPH,BE,88.85,7229.45
NORBTEAEXP,EQ,7.3,7130.3
L&TFINANCE,Y7,1009,7063
IBULHSGFIN,N8,960,6720
IBULHSGFIN,N9,944,6608
PANSARI,EQ,83,6575.6
ERFLNCDI,N6,930,6510
SGBJAN27,GB,5800,5800
METALFORGE,BZ,3.15,5721.1
IBUCCREDIT,NB,926,5556
TANTIACONS,BZ,9.9,5140
MELSTAR,BZ,2.25,4909.75
IFCI,NH,1033,2066
IBULHSGFIN,YZ,970,1940
KOTAKCONS,EQ,73.34,1761.59
ECLFINANCE,NQ,1517.77,1517.77
MOHEALTH,EQ,22.89,1422.82
NTPC,N2,1289,1289
RECLTD,NF,1239.5,1239.5
IRFC,NA,1145,1145
SREIBNPNCD,NT,0,784.22
SPENTEX,BZ,1.2,725.4
SABTN,BE,1.65,683.1
UGROCAP,N1,674,674
COASTPP1,E1,127.65,638.25
SABEVENTS,EQ,3.6,532.2
SREIBNPNCD,NR,150.12,450.36
726GS2033,GS,101.5,203.5
699GS2051,GS,99,198
NKIND,EQ,37.7,162.95
897GS2030,GS,111.7,111.7
601GS2028,GS,97.65,97.65
GISOLUTION,BE,11,55
